date,state,npa_plz,longitude,latitude,total_healthy,total_sick_guess_no_corona,total_sick_guess_corona,total_sick_corona_confirmed,total_recovered_confirmed,total_recovered_not_confirmed
2020-04-05,Västra Götaland,42255,57.6766,11.9582,0,0,0,0,0,0
2020-04-05,Västra Götaland,42256,57.6766,11.9582,0,0,0,0,0,0
2020-04-05,Västra Götaland,42257,57.6766,11.9582,0,0,0,0,0,0
2020-04-05,Västra Götaland,42258,57.6766,11.9582,1,0,0,0,0,0
2020-04-05,Västra Götaland,42259,57.6766,11.9582,0,0,0,0,0,0
2020-04-05,Västra Götaland,42280,57.6766,11.9582,0,0,0,0,0,0
2020-04-05,Västra Götaland,42300,57.7243,11.7701,0,0,0,0,0,0
2020-04-05,Västra Götaland,42320,57.7243,11.7701,0,0,0,0,0,0
2020-04-05,Västra Götaland,42321,57.7243,11.7701,0,0,0,0,0,0
2020-04-05,Västra Götaland,42322,57.7243,11.7701,0,0,0,0,0,0
2020-04-05,Västra Götaland,42323,57.7243,11.7701,0,0,0,0,0,0
2020-04-05,Västra Götaland,42332,57.7243,11.7701,0,0,0,0,0,0
2020-04-05,Västra Götaland,42333,57.7243,11.7701,0,0,0,0,0,0
2020-04-05,Västra Götaland,42334,57.7243,11.7701,0,0,0,0,0,0
2020-04-05,Västra Götaland,42335,57.7243,11.7701,0,0,0,0,0,0
2020-04-05,Västra Götaland,42336,57.7243,11.7701,0,0,0,0,0,0
2020-04-05,Västra Götaland,42337,57.7243,11.7701,0,0,0,0,0,0
2020-04-05,Västra Götaland,42338,57.7243,11.7701,0,0,0,0,0,0
2020-04-05,Västra Götaland,42339,57.7243,11.7701,0,0,0,0,0,0
2020-04-05,Västra Götaland,42340,57.7243,11.7701,0,0,0,0,0,0
2020-04-05,Västra Götaland,42341,57.7243,11.7701,0,0,0,0,0,0
2020-04-05,Västra Götaland,42343,57.7243,11.7701,0,0,0,0,0,0
2020-04-05,Västra Götaland,42344,57.7243,11.7701,0,0,0,0,0,0
2020-04-05,Västra Götaland,42346,57.7243,11.7701,0,0,0,0,0,0
2020-04-05,Västra Götaland,42347,57.7243,11.7701,0,0,0,0,0,0
2020-04-05,Västra Götaland,42348,57.7243,11.7701,0,0,0,0,0,0
2020-04-05,Västra Götaland,42349,57.7243,11.7701,0,0,0,0,0,0
2020-04-05,Västra Götaland,42350,57.7243,11.7701,0,0,0,0,0,0
2020-04-05,Västra Götaland,42351,57.7243,11.7701,0,0,0,0,0,0
2020-04-05,Västra Götaland,42353,57.7243,11.7701,0,0,0,0,0,0
2020-04-05,Västra Götaland,42354,57.7243,11.7701,0,0,0,0,0,0
2020-04-05,Västra Götaland,42355,57.7243,11.7701,0,0,0,0,0,0
2020-04-05,Västra Götaland,42356,57.7243,11.7701,0,0,0,0,0,0
2020-04-05,Västra Götaland,42359,57.7243,11.7701,0,0,0,0,0,0
2020-04-05,Västra Götaland,42361,57.7243,11.7701,0,0,0,0,0,0
2020-04-05,Västra Götaland,42363,57.7243,11.7701,0,0,0,0,0,0
2020-04-05,Västra Götaland,42370,57.8,11.9167,0,0,0,0,0,0
2020-04-05,Västra Götaland,42371,57.8,11.9167,0,0,0,0,0,0
2020-04-05,Västra Götaland,42372,57.8,11.9167,0,0,0,0,0,0
2020-04-05,Västra Götaland,42373,57.8,11.9167,0,0,0,0,0,0
2020-04-05,Västra Götaland,42400,57.7833,12.1,0,0,0,0,0,0
2020-04-05,Västra Götaland,42401,57.7833,12.1,0,0,0,0,0,0
2020-04-05,Västra Götaland,42402,57.7833,12.1,0,0,0,0,0,0
2020-04-05,Västra Götaland,42404,57.7833,12.1,0,0,0,0,0,0
2020-04-05,Västra Götaland,42405,57.7833,12.1,0,0,0,0,0,0
2020-04-05,Västra Götaland,42406,57.7833,12.1,0,0,0,0,0,0
2020-04-05,Västra Götaland,42408,57.8,12.15,0,0,0,0,0,0
2020-04-05,Västra Götaland,42410,57.7833,12.1,0,0,0,0,0,0
2020-04-05,Västra Götaland,42420,57.7833,12.1,0,0,0,0,0,0
2020-04-05,Västra Götaland,42421,57.7833,12.1,0,0,0,0,0,0
2020-04-05,Västra Götaland,42422,57.7833,12.1,0,0,0,0,0,0
2020-04-05,Västra Götaland,42423,57.7833,12.1,0,0,0,0,0,0
2020-04-05,Västra Götaland,42424,57.7833,12.1,0,0,0,0,0,0
2020-04-05,Västra Götaland,42431,57.7833,12.1,0,0,0,0,0,0
2020-04-05,Västra Götaland,42432,57.7833,12.1,0,0,0,0,0,0
2020-04-05,Västra Götaland,42433,57.7833,12.1,0,0,0,0,0,0
2020-04-05,Västra Götaland,42434,57.7833,12.1,0,0,0,0,0,0
2020-04-05,Västra Götaland,42435,57.7833,12.1,0,0,0,0,0,0
2020-04-05,Västra Götaland,42436,57.7833,12.1,0,0,0,0,0,0
2020-04-05,Västra Götaland,42437,57.7833,12.1,0,0,0,0,0,0
2020-04-05,Västra Götaland,42438,57.7833,12.0,0,0,0,0,0,0
2020-04-05,Västra Götaland,42439,57.7833,12.1,0,0,0,0,0,0
2020-04-05,Västra Götaland,42440,57.7833,12.1,0,0,0,0,0,0
2020-04-05,Västra Götaland,42441,57.7833,12.1,0,0,0,0,0,0
2020-04-05,Västra Götaland,42442,57.7833,12.1,0,0,0,0,0,0
2020-04-05,Västra Götaland,42443,57.7833,12.1,0,0,0,0,0,0
2020-04-05,Västra Götaland,42444,57.7833,12.1,0,0,0,0,0,0
2020-04-05,Västra Götaland,42445,57.7833,12.1,0,0,0,0,0,0
2020-04-05,Västra Götaland,42446,57.7833,12.1,0,0,0,0,0,0
2020-04-05,Västra Götaland,42447,57.7833,12.1,0,0,0,0,0,0
2020-04-05,Västra Götaland,42448,57.7833,12.1,0,0,0,0,0,0
2020-04-05,Västra Götaland,42449,57.7833,12.1,0,0,0,0,0,0
2020-04-05,Västra Götaland,42450,57.7833,12.1,0,0,0,0,0,0
2020-04-05,Västra Götaland,42453,57.7833,12.1,0,0,0,0,0,0
2020-04-05,Västra Götaland,42454,57.7833,12.1,0,0,0,0,0,0
2020-04-05,Västra Götaland,42455,57.7833,12.1,0,0,0,0,0,0
2020-04-05,Västra Götaland,42456,57.8,12.0667,0,0,0,0,0,0
2020-04-05,Västra Götaland,42457,57.8,12.0667,0,0,0,0,0,0
2020-04-05,Västra Götaland,42461,57.7833,12.1,0,0,0,0,0,0
2020-04-05,Västra Götaland,42465,57.7833,12.1,0,0,0,0,0,0
2020-04-05,Västra Götaland,42466,57.7833,12.1,0,0,0,0,0,0
2020-04-05,Västra Götaland,42467,57.7833,12.1,0,0,0,0,0,0
2020-04-05,Västra Götaland,42468,57.7833,12.1,0,0,0,0,0,0
2020-04-05,Västra Götaland,42469,57.7833,12.1,0,0,0,0,0,0
2020-04-05,Västra Götaland,42470,57.8,12.15,0,0,0,0,0,0
2020-04-05,Västra Götaland,42471,57.8,12.15,0,0,0,0,0,0
2020-04-05,Västra Götaland,42472,57.8,12.15,0,0,0,0,0,0
2020-04-05,Västra Götaland,42480,57.7833,12.1,0,0,0,0,0,0
2020-04-05,Västra Götaland,42490,57.8,12.15,0,0,0,0,0,0
2020-04-05,Västra Götaland,42491,57.8,12.15,0,0,0,0,0,0
2020-04-05,Västra Götaland,42502,57.6766,11.9582,0,0,0,0,0,0
2020-04-05,Västra Götaland,42530,57.6766,11.9582,0,0,0,0,0,0
2020-04-05,Västra Götaland,42531,57.6766,11.9582,0,0,0,0,0,0
2020-04-05,Västra Götaland,42532,57.6766,11.9582,0,0,0,0,0,0
2020-04-05,Västra Götaland,42533,57.6766,11.9582,0,0,0,0,0,0
2020-04-05,Västra Götaland,42534,57.6766,11.9582,0,0,0,0,0,0
2020-04-05,Västra Götaland,42535,57.6766,11.9582,0,0,0,0,0,0
2020-04-05,Västra Götaland,42536,57.6766,11.9582,0,0,0,0,0,0
2020-04-05,Västra Götaland,42537,57.6766,11.9582,0,0,0,0,0,0
2020-04-05,Västra Götaland,42538,57.6766,11.9582,0,0,0,0,0,0
2020-04-05,Västra Götaland,42539,57.6766,11.9582,0,0,0,0,0,0
2020-04-05,Västra Götaland,42541,57.6766,11.9582,0,0,0,0,0,0
2020-04-05,Västra Götaland,42542,57.6766,11.9582,0,0,0,0,0,0
2020-04-05,Västra Götaland,42543,57.6766,11.9582,0,0,0,0,0,0
2020-04-05,Västra Götaland,42565,57.6766,11.9582,0,0,0,0,0,0
2020-04-05,Västra Götaland,42600,57.6467,11.9294,0,0,0,0,0,0
2020-04-05,Västra Götaland,42604,57.6467,11.9294,0,0,0,0,0,0
2020-04-05,Västra Götaland,42605,57.6467,11.9294,0,0,0,0,0,0
2020-04-05,Västra Götaland,42620,57.6467,11.9294,0,0,0,0,0,0
2020-04-05,Västra Götaland,42650,57.6467,11.9294,0,0,0,0,0,0
2020-04-05,Västra Götaland,42651,57.6467,11.9294,0,0,0,0,0,0
2020-04-05,Västra Götaland,42652,57.6467,11.9294,0,0,0,0,0,0
2020-04-05,Västra Götaland,42653,57.6467,11.9294,0,0,0,0,0,0
2020-04-05,Västra Götaland,42654,57.6467,11.9294,0,0,0,0,0,0
2020-04-05,Västra Götaland,42655,57.6467,11.9294,0,0,0,0,0,0
2020-04-05,Västra Götaland,42656,57.6467,11.9294,0,0,0,0,0,0
2020-04-05,Västra Götaland,42657,57.6467,11.9294,0,0,0,0,0,0
2020-04-05,Västra Götaland,42658,57.6467,11.9294,0,0,0,0,0,0
2020-04-05,Västra Götaland,42668,57.6467,11.9294,0,0,0,0,0,0
2020-04-05,Västra Götaland,42669,57.6467,11.9294,0,0,0,0,0,0
2020-04-05,Västra Götaland,42670,57.6467,11.9294,0,0,0,0,0,0
2020-04-05,Västra Götaland,42671,57.6467,11.9294,0,0,0,0,0,0
2020-04-05,Västra Götaland,42672,57.6467,11.9294,0,0,0,0,0,0
2020-04-05,Västra Götaland,42673,57.6467,11.9294,0,0,0,0,0,0
2020-04-05,Västra Götaland,42674,57.6467,11.9294,0,0,0,0,0,0
2020-04-05,Västra Götaland,42676,57.6467,11.9294,0,0,0,0,0,0
2020-04-05,Västra Götaland,42677,57.6467,11.9294,0,0,0,0,0,0
2020-04-05,Västra Götaland,42679,57.6467,11.9294,0,0,0,0,0,0
2020-04-05,Västra Götaland,42680,57.6467,11.9294,0,0,0,0,0,0
2020-04-05,Halland,42700,57.5667,11.9333,0,0,0,0,0,0
2020-04-05,,42720,57.5667,11.9333,0,0,0,0,0,0
2020-04-05,Västra Götaland,42721,57.5667,11.9333,0,0,0,0,0,0
2020-04-05,Västra Götaland,42722,57.5667,11.9333,0,0,0,0,0,0
2020-04-05,Västra Götaland,42723,57.5667,11.9333,0,0,0,0,0,0
2020-04-05,,42724,57.5667,11.9333,0,0,0,0,0,0
2020-04-05,Västra Götaland,42734,57.5667,11.9333,0,0,0,0,0,0
2020-04-05,Västra Götaland,42735,57.5667,11.9333,0,0,0,0,0,0
2020-04-05,Västra Götaland,42736,57.5667,11.9333,0,0,0,0,0,0
2020-04-05,Västra Götaland,42737,57.5667,11.9333,0,0,0,0,0,0
2020-04-05,Västra Götaland,42738,57.5667,11.9333,0,0,0,0,0,0
2020-04-05,Västra Götaland,42739,57.5667,11.9333,0,0,0,0,0,0
2020-04-05,Västra Götaland,42740,57.5667,11.9333,0,0,0,0,0,0
2020-04-05,Västra Götaland,42741,57.5667,11.9333,0,0,0,0,0,0
2020-04-05,Västra Götaland,42742,57.5667,11.9333,0,0,0,0,0,0
2020-04-05,Halland,42750,57.5667,11.9333,0,0,0,0,0,0
2020-04-05,Västra Götaland,42751,57.5667,11.9333,0,0,0,0,0,0
2020-04-05,Västra Götaland,42820,57.6099,12.0511,0,0,0,0,0,0
2020-04-05,Västra Götaland,42821,57.6099,12.0511,0,0,0,0,0,0
2020-04-05,Västra Götaland,42822,57.6099,12.0511,0,0,0,0,0,0
2020-04-05,Västra Götaland,42830,57.6099,12.0511,0,0,0,0,0,0
2020-04-05,Västra Götaland,42831,57.6099,12.0511,0,0,0,0,0,0
2020-04-05,Västra Götaland,42832,57.6099,12.0511,0,0,0,0,0,0
2020-04-05,Västra Götaland,42833,57.6099,12.0511,0,0,0,0,0,0
2020-04-05,Västra Götaland,42834,57.6099,12.0511,0,0,0,0,0,0
2020-04-05,Västra Götaland,42835,57.6099,12.0511,0,0,0,0,0,0
2020-04-05,Västra Götaland,42836,57.6099,12.0511,0,0,0,0,0,0
2020-04-05,Västra Götaland,42837,57.6099,12.0511,0,0,0,0,0,0
2020-04-05,Västra Götaland,42880,57.6099,12.0511,0,0,0,0,0,0
2020-04-05,Västra Götaland,42881,57.6099,12.0511,0,0,0,0,0,0
2020-04-05,Halland,42911,57.5,11.9333,0,0,0,0,0,0
2020-04-05,Halland,42912,57.5,11.9333,0,0,0,0,0,0
2020-04-05,Halland,42913,57.5,11.9333,0,0,0,0,0,0
2020-04-05,Halland,42920,57.5433,11.9428,0,0,0,0,0,0
2020-04-05,Halland,42921,57.5433,11.9428,0,0,0,0,0,0
2020-04-05,Halland,42922,57.5433,11.9428,0,0,0,0,0,0
2020-04-05,Halland,42923,57.5433,11.9428,0,0,0,0,0,0
2020-04-05,Halland,42930,57.5433,11.9428,0,0,0,0,0,0
2020-04-05,Halland,42931,57.5433,11.9428,0,0,0,0,0,0
2020-04-05,Halland,42932,57.5433,11.9428,0,0,0,0,0,0
2020-04-05,Halland,42933,57.5433,11.9428,0,0,0,0,0,0
2020-04-05,Halland,42934,57.5433,11.9428,0,0,0,0,0,0
2020-04-05,Halland,42935,57.5433,11.9428,0,0,0,0,0,0
2020-04-05,Halland,42941,57.5,11.9333,0,0,0,0,0,0
2020-04-05,Halland,42942,57.5,11.9333,0,0,0,0,0,0
2020-04-05,Halland,42943,57.5,11.9333,0,0,0,0,0,0
2020-04-05,Halland,42944,57.5,11.9333,0,0,0,0,0,0
2020-04-05,Halland,42980,57.5,11.9333,0,0,0,0,0,0
2020-04-05,Halland,43010,57.05,12.4,0,0,0,0,0,0
2020-04-05,Halland,43016,57.15,12.45,0,0,0,0,0,0
2020-04-05,Halland,43017,57.1833,12.4667,0,0,0,0,0,0
2020-04-05,Halland,43020,57.2667,12.3167,0,0,0,0,0,0
2020-04-05,Halland,43022,57.25,12.1833,0,0,0,0,0,0
2020-04-05,Halland,43024,57.25,12.1833,0,0,0,0,0,0
2020-04-05,Halland,43025,57.25,12.1833,0,0,0,0,0,0
2020-04-05,Halland,43030,57.3167,12.1667,0,0,0,0,0,0
2020-04-05,Halland,43031,57.35,12.1167,0,0,0,0,0,0
2020-04-05,Västra Götaland,43033,57.4591,12.1751,0,0,0,0,0,0
2020-04-05,Västra Götaland,43063,57.7,12.45,0,0,0,0,0,0
2020-04-05,Västra Götaland,43064,57.6167,12.4333,0,0,0,0,0,0
2020-04-05,Västra Götaland,43065,57.65,12.5,0,0,0,0,0,0
2020-04-05,Västra Götaland,43080,57.6479,11.7937,0,0,0,0,0,0
2020-04-05,Västra Götaland,43081,57.6275,11.8067,0,0,0,0,0,0
2020-04-05,Västra Götaland,43082,57.6,11.7992,0,0,0,0,0,0
2020-04-05,Västra Götaland,43083,57.5728,11.7836,0,0,0,0,0,0
2020-04-05,Västra Götaland,43084,57.6164,11.7856,0,0,0,0,0,0
2020-04-05,Västra Götaland,43085,57.6453,11.7817,0,0,0,0,0,0
2020-04-05,Västra Götaland,43090,57.7081,11.6559,0,0,0,0,0,0
2020-04-05,Västra Götaland,43091,57.6897,11.6497,0,0,0,0,0,0
2020-04-05,Västra Götaland,43092,57.6667,11.6583,0,0,0,0,0,0
2020-04-05,Västra Götaland,43093,57.7333,11.65,0,0,0,0,0,0
2020-04-05,Västra Götaland,43094,57.7249,11.6401,0,0,0,0,0,0
2020-04-05,Västra Götaland,43095,57.75,11.65,0,0,0,0,0,0
2020-04-05,Västra Götaland,43096,57.75,11.6,0,0,0,0,0,0
2020-04-05,Västra Götaland,43097,57.7761,11.6167,0,0,0,0,0,0
2020-04-05,Västra Götaland,43100,57.6554,12.0138,0,0,0,0,0,0
2020-04-05,Västra Götaland,43101,57.6554,12.0138,0,0,0,0,0,0
2020-04-05,Västra Götaland,43102,57.6554,12.0138,0,0,0,0,0,0
2020-04-05,Västra Götaland,43104,57.6554,12.0138,0,0,0,0,0,0
2020-04-05,Västra Götaland,43110,57.6554,12.0138,0,0,0,0,0,0
2020-04-05,Västra Götaland,43120,57.6554,12.0138,0,0,0,0,0,0
2020-04-05,Västra Götaland,43121,57.6554,12.0138,0,0,0,0,0,0
2020-04-05,Västra Götaland,43122,57.6554,12.0138,0,0,0,0,0,0
2020-04-05,Västra Götaland,43123,57.6554,12.0138,0,0,0,0,0,0
2020-04-05,Västra Götaland,43124,57.6554,12.0138,0,0,0,0,0,0
2020-04-05,Västra Götaland,43125,57.6554,12.0138,0,0,0,0,0,0
2020-04-05,Västra Götaland,43126,57.6554,12.0138,0,0,0,0,0,0
2020-04-05,Västra Götaland,43130,57.6554,12.0138,0,0,0,0,0,0
2020-04-05,Västra Götaland,43131,57.6554,12.0138,0,0,0,0,0,0
2020-04-05,Västra Götaland,43132,57.6554,12.0138,0,0,0,0,0,0
2020-04-05,Västra Götaland,43133,57.6554,12.0138,0,0,0,0,0,0
2020-04-05,Västra Götaland,43134,57.6554,12.0138,0,0,0,0,0,0
2020-04-05,Västra Götaland,43135,57.6554,12.0138,0,0,0,0,0,0
2020-04-05,Västra Götaland,43136,57.6554,12.0138,0,0,0,0,0,0
2020-04-05,Västra Götaland,43137,57.6554,12.0138,0,0,0,0,0,0
2020-04-05,Västra Götaland,43138,57.6554,12.0138,1,0,0,0,0,0
2020-04-05,Västra Götaland,43139,57.6554,12.0138,0,0,0,0,0,0
2020-04-05,Västra Götaland,43140,57.6554,12.0138,0,0,0,0,0,0
2020-04-05,Västra Götaland,43141,57.6554,12.0138,0,0,0,0,0,0
2020-04-05,Västra Götaland,43142,57.6554,12.0138,0,0,0,0,0,0
2020-04-05,Västra Götaland,43143,57.6554,12.0138,0,1,0,0,0,0
2020-04-05,Västra Götaland,43144,57.6554,12.0138,0,0,0,0,0,0
2020-04-05,Västra Götaland,43146,57.6554,12.0138,0,0,0,0,0,0
2020-04-05,Västra Götaland,43147,57.6554,12.0138,0,0,0,0,0,0
2020-04-05,Västra Götaland,43148,57.6554,12.0138,0,0,0,0,0,0
2020-04-05,Västra Götaland,43149,57.6554,12.0138,0,0,0,0,0,0
2020-04-05,Västra Götaland,43150,57.6554,12.0138,0,0,0,0,0,0
2020-04-05,Västra Götaland,43151,57.6554,12.0138,0,0,0,0,0,0
2020-04-05,Västra Götaland,43153,57.6554,12.0138,0,0,0,0,0,0
2020-04-05,Västra Götaland,43159,57.6554,12.0138,0,0,1,0,1,0
2020-04-05,Västra Götaland,43160,57.6554,12.0138,0,0,0,0,0,0
2020-04-05,Västra Götaland,43161,57.6554,12.0138,0,0,0,0,0,0
2020-04-05,Västra Götaland,43162,57.6554,12.0138,0,0,0,0,0,0
2020-04-05,Västra Götaland,43163,57.6554,12.0138,0,0,0,0,0,0
2020-04-05,Västra Götaland,43164,57.6554,12.0138,0,0,0,0,0,0
2020-04-05,Västra Götaland,43166,57.6554,12.0138,0,0,0,0,0,0
2020-04-05,Västra Götaland,43167,57.6554,12.0138,0,0,0,0,0,0
2020-04-05,Västra Götaland,43168,57.6554,12.0138,0,0,0,0,0,0
2020-04-05,Västra Götaland,43169,57.6554,12.0138,0,0,0,0,0,0
2020-04-05,Västra Götaland,43180,57.6554,12.0138,0,0,0,0,0,0
2020-04-05,Västra Götaland,43181,57.6554,12.0138,0,0,0,0,0,0
2020-04-05,Västra Götaland,43182,57.6554,12.0138,0,0,0,0,0,0
2020-04-05,Västra Götaland,43183,57.6554,12.0138,0,0,0,0,0,0
2020-04-05,Västra Götaland,43184,57.6554,12.0138,0,0,0,0,0,0
2020-04-05,Västra Götaland,43185,57.6554,12.0138,0,0,0,0,0,0
2020-04-05,Västra Götaland,43186,57.6554,12.0138,0,0,0,0,0,0
2020-04-05,Västra Götaland,43187,57.6554,12.0138,0,0,0,0,0,0
2020-04-05,Västra Götaland,43190,57.6554,12.0138,0,0,0,0,0,0
2020-04-05,Halland,43200,57.1056,12.2508,0,0,0,0,0,0
2020-04-05,Halland,43201,57.1056,12.2508,0,0,0,0,0,0
2020-04-05,Halland,43202,57.1056,12.2508,0,0,0,0,0,0
2020-04-05,Halland,43203,57.0658,12.2828,0,0,0,0,0,0
2020-04-05,Halland,43210,57.1056,12.2508,0,0,0,0,0,0
2020-04-05,Halland,43213,57.1056,12.2508,0,0,0,0,0,0
2020-04-05,Halland,43214,57.1056,12.2508,0,0,0,0,0,0
2020-04-05,Halland,43215,57.1056,12.2508,0,0,0,0,0,0
2020-04-05,Halland,43216,57.1056,12.2508,0,0,0,0,0,0
2020-04-05,Halland,43217,57.1056,12.2508,0,0,0,0,0,0
2020-04-05,Halland,43218,57.1056,12.2508,0,0,0,0,0,0
2020-04-05,Halland,43219,57.1056,12.2508,0,0,0,0,0,0
2020-04-05,Halland,43221,57.1056,12.2508,0,0,0,0,0,0
2020-04-05,Halland,43222,57.1056,12.2508,0,0,0,0,0,0
2020-04-05,Halland,43223,57.1056,12.2508,0,0,0,0,0,0
2020-04-05,Halland,43224,57.1056,12.2508,0,0,0,0,0,0
2020-04-05,Halland,43225,57.1056,12.2508,0,0,0,0,0,0
2020-04-05,Halland,43230,57.1056,12.2508,0,0,0,0,0,0
2020-04-05,Halland,43231,57.1056,12.2508,0,0,0,0,0,0
2020-04-05,Halland,43232,57.1056,12.2508,0,0,0,0,0,0
2020-04-05,Halland,43233,57.1056,12.2508,0,0,0,0,0,0
2020-04-05,Halland,43234,57.1056,12.2508,0,0,0,0,0,0
2020-04-05,Halland,43235,57.1056,12.2508,0,0,0,0,0,0
2020-04-05,Halland,43236,57.1056,12.2508,0,0,0,0,0,0
2020-04-05,Halland,43237,57.1056,12.2508,0,0,0,0,0,0
2020-04-05,Halland,43238,57.1056,12.2508,0,0,0,0,0,0
2020-04-05,Halland,43240,57.1056,12.2508,0,0,0,0,0,0
2020-04-05,Halland,43241,57.1056,12.2508,0,0,0,0,0,0
2020-04-05,Halland,43242,57.1056,12.2508,0,0,0,0,0,0
2020-04-05,Halland,43243,57.1056,12.2508,0,0,0,0,0,0
2020-04-05,Halland,43244,57.1056,12.2508,0,0,0,0,0,0
2020-04-05,Halland,43247,57.1056,12.2508,0,0,0,0,0,0
2020-04-05,Halland,43248,57.1056,12.2508,0,0,0,0,0,0
2020-04-05,Halland,43250,57.1056,12.2508,0,0,0,0,0,0
2020-04-05,Halland,43251,57.1056,12.2508,0,0,0,0,0,0
2020-04-05,Halland,43252,57.1056,12.2508,0,0,0,0,0,0
2020-04-05,Halland,43253,57.1056,12.2508,0,0,0,0,0,0
2020-04-05,Halland,43254,57.1056,12.2508,0,0,0,0,0,0
2020-04-05,Halland,43257,57.1056,12.2508,0,0,0,0,0,0
2020-04-05,Halland,43266,57.225,12.2167,0,0,0,0,0,0
2020-04-05,Halland,43275,57.0658,12.2828,0,0,0,0,0,0
2020-04-05,Halland,43280,57.1056,12.2508,0,0,0,0,0,0
2020-04-05,Halland,43281,57.1056,12.2508,0,0,0,0,0,0
2020-04-05,Halland,43282,57.1056,12.2508,0,0,0,0,0,0
2020-04-05,Halland,43284,57.1056,12.2508,0,0,0,0,0,0
2020-04-05,Halland,43291,57.1056,12.2508,0,0,0,0,0,0
2020-04-05,Halland,43292,57.1056,12.2508,0,0,0,0,0,0
2020-04-05,Halland,43293,57.1056,12.2508,0,0,0,0,0,0
2020-04-05,Halland,43294,57.1056,12.2508,0,0,0,0,0,0
2020-04-05,Halland,43295,57.1056,12.2508,0,0,0,0,0,0
2020-04-05,Halland,43296,57.225,12.2167,0,0,0,0,0,0
2020-04-05,Västra Götaland,43300,57.7395,12.1064,0,0,0,0,0,0
2020-04-05,Västra Götaland,43302,57.7312,12.0699,0,0,0,0,0,0
2020-04-05,Västra Götaland,43304,57.75,12.1667,0,0,0,0,0,0
2020-04-05,Västra Götaland,43320,57.7395,12.1064,0,0,0,0,0,0
2020-04-05,Västra Götaland,43321,57.7395,12.1064,0,0,0,0,0,0
2020-04-05,Västra Götaland,43322,57.7395,12.1064,0,0,0,0,0,0
2020-04-05,Västra Götaland,43323,57.7395,12.1064,0,0,0,0,0,0
2020-04-05,Västra Götaland,43324,57.7395,12.1064,0,0,0,0,0,0
2020-04-05,Västra Götaland,43325,57.7395,12.1064,0,0,0,0,0,0
2020-04-05,Västra Götaland,43326,57.7395,12.1064,0,0,0,0,0,0
2020-04-05,Västra Götaland,43328,57.7395,12.1064,0,0,0,0,0,0
2020-04-05,Västra Götaland,43330,57.7395,12.1064,0,0,0,0,0,0
2020-04-05,Västra Götaland,43331,57.7395,12.1064,0,0,0,0,0,0
2020-04-05,Västra Götaland,43332,57.7395,12.1064,0,0,0,0,0,0
2020-04-05,Västra Götaland,43333,57.7395,12.1064,0,0,0,0,0,0
2020-04-05,Västra Götaland,43334,57.7395,12.1064,0,0,0,0,0,0
2020-04-05,Västra Götaland,43335,57.7395,12.1064,0,0,0,0,0,0
2020-04-05,Västra Götaland,43336,57.7395,12.1064,0,0,0,0,0,0
2020-04-05,Västra Götaland,43337,57.7395,12.1064,0,0,0,0,0,0
2020-04-05,Västra Götaland,43338,57.7395,12.1064,0,0,0,0,0,0
2020-04-05,Västra Götaland,43339,57.7395,12.1064,0,0,0,0,0,0
2020-04-05,Västra Götaland,43341,57.7395,12.1064,0,0,0,0,0,0
2020-04-05,Västra Götaland,43342,57.7395,12.1064,0,0,0,0,0,0
2020-04-05,Västra Götaland,43343,57.7395,12.1064,0,0,0,0,0,0
2020-04-05,Västra Götaland,43344,57.7395,12.1064,0,0,0,0,0,0
2020-04-05,Västra Götaland,43345,57.7395,12.1064,0,0,0,0,0,0
2020-04-05,Västra Götaland,43346,57.7395,12.1064,0,0,0,0,0,0
2020-04-05,Västra Götaland,43347,57.7395,12.1064,0,0,0,0,0,0
2020-04-05,Västra Götaland,43348,57.7395,12.1064,0,0,0,0,0,0
2020-04-05,Västra Götaland,43349,57.7395,12.1064,0,0,0,0,0,0
2020-04-05,Västra Götaland,43350,57.7,12.1167,0,0,0,0,0,0
2020-04-05,Västra Götaland,43351,57.7,12.1167,0,1,0,0,0,0
2020-04-05,Västra Götaland,43360,57.7312,12.0699,0,0,0,0,0,0
2020-04-05,Västra Götaland,43361,57.7312,12.0699,0,0,0,0,0,0
2020-04-05,Västra Götaland,43362,57.7312,12.0699,0,0,0,0,0,0
2020-04-05,Västra Götaland,43363,57.7312,12.0699,0,0,0,0,0,0
2020-04-05,Västra Götaland,43364,57.7312,12.0699,0,0,0,0,0,0
2020-04-05,Västra Götaland,43365,57.7312,12.0699,0,0,0,0,0,0
2020-04-05,Västra Götaland,43366,57.7312,12.0699,0,0,0,0,0,0
2020-04-05,Västra Götaland,43367,57.7312,12.0699,0,0,0,0,0,0
2020-04-05,Västra Götaland,43368,57.7312,12.0699,0,0,0,0,0,0
2020-04-05,Västra Götaland,43369,57.7312,12.0699,0,0,0,0,0,0
2020-04-05,Västra Götaland,43370,57.7312,12.0699,0,0,0,0,0,0
2020-04-05,Västra Götaland,43375,57.75,12.1667,0,0,0,0,0,0
2020-04-05,Västra Götaland,43376,57.75,12.1667,0,0,0,0,0,0
2020-04-05,Västra Götaland,43380,57.7395,12.1064,0,0,0,0,0,0
2020-04-05,Västra Götaland,43381,57.75,12.1667,0,0,0,0,0,0
2020-04-05,Västra Götaland,43382,57.7395,12.1064,0,0,0,0,0,0
2020-04-05,Västra Götaland,43383,57.7395,12.1064,0,0,0,0,0,0
2020-04-05,Västra Götaland,43384,57.7395,12.1064,0,0,0,0,0,0
