date,state,npa_plz,longitude,latitude,total_healthy,total_sick_guess_no_corona,total_sick_guess_corona,total_sick_corona_confirmed,total_recovered_confirmed,total_recovered_not_confirmed
2020-04-05,Stockholm,14480,59.2,17.7333,0,0,0,0,0,0
2020-04-05,Stockholm,14500,59.25,17.7833,0,0,0,0,0,0
2020-04-05,Stockholm,14501,59.25,17.7833,0,0,0,0,0,0
2020-04-05,Stockholm,14502,59.25,17.7833,0,0,0,0,0,0
2020-04-05,Stockholm,14503,59.25,17.7833,0,0,0,0,0,0
2020-04-05,Stockholm,14504,59.25,17.7833,0,0,0,0,0,0
2020-04-05,Stockholm,14520,59.25,17.7833,0,0,0,0,0,0
2020-04-05,Stockholm,14550,59.25,17.7833,0,0,0,0,0,0
2020-04-05,Stockholm,14551,59.25,17.7833,0,0,0,0,0,0
2020-04-05,Stockholm,14552,59.25,17.7833,0,0,0,0,0,0
2020-04-05,Stockholm,14553,59.25,17.7833,0,0,0,0,0,0
2020-04-05,Stockholm,14556,59.25,17.7833,0,0,0,0,0,0
2020-04-05,Stockholm,14557,59.25,17.7833,0,0,0,0,0,0
2020-04-05,Stockholm,14558,59.25,17.7833,0,0,0,0,0,0
2020-04-05,Stockholm,14559,59.25,17.7833,0,0,0,0,0,0
2020-04-05,Stockholm,14560,59.25,17.7833,0,0,0,0,0,0
2020-04-05,Stockholm,14563,59.25,17.7833,0,0,0,0,0,0
2020-04-05,Stockholm,14564,59.25,17.7833,0,0,0,0,0,0
2020-04-05,Stockholm,14565,59.25,17.7833,0,0,0,0,0,0
2020-04-05,Stockholm,14567,59.25,17.7833,0,0,0,0,0,0
2020-04-05,Stockholm,14568,59.25,17.7833,0,0,0,0,0,0
2020-04-05,Stockholm,14569,59.25,17.7833,0,0,0,0,0,0
2020-04-05,Stockholm,14570,59.25,17.7833,0,0,0,0,0,0
2020-04-05,Stockholm,14571,59.25,17.7833,0,0,0,0,0,0
2020-04-05,Stockholm,14572,59.25,17.7833,0,0,0,0,0,0
2020-04-05,Stockholm,14573,59.25,17.7833,0,0,0,0,0,0
2020-04-05,Stockholm,14574,59.25,17.7833,0,0,0,0,0,0
2020-04-05,Stockholm,14581,59.25,17.7833,0,0,0,0,0,0
2020-04-05,Stockholm,14583,59.25,17.7833,0,0,0,0,0,0
2020-04-05,Stockholm,14584,59.3326,18.0649,0,0,0,0,0,0
2020-04-05,Stockholm,14588,59.25,17.7833,0,0,0,0,0,0
2020-04-05,Stockholm,14590,59.25,17.7833,0,0,0,0,0,0
2020-04-05,Stockholm,14600,59.2,17.8833,0,0,0,0,0,0
2020-04-05,Stockholm,14620,59.2,17.8833,0,0,0,0,0,0
2020-04-05,Stockholm,14621,59.2,17.8833,0,0,0,0,0,0
2020-04-05,Stockholm,14622,59.2,17.8833,0,0,0,0,0,0
2020-04-05,Stockholm,14630,59.2,17.8833,0,0,0,0,0,0
2020-04-05,Stockholm,14631,59.2,17.8833,0,0,0,0,0,0
2020-04-05,Stockholm,14632,59.2,17.8833,0,0,0,0,0,0
2020-04-05,Stockholm,14633,59.2,17.8833,0,0,0,0,0,0
2020-04-05,Stockholm,14636,59.2,17.8833,0,0,0,0,0,0
2020-04-05,Stockholm,14637,59.2,17.8833,0,0,0,0,0,0
2020-04-05,Stockholm,14638,59.2,17.8833,0,0,0,0,0,0
2020-04-05,Stockholm,14640,59.2,17.8833,0,0,0,0,0,0
2020-04-05,Stockholm,14641,59.2,17.8833,0,0,0,0,0,0
2020-04-05,Stockholm,14645,59.2,17.8833,0,0,0,0,0,0
2020-04-05,Stockholm,14646,59.2,17.8833,0,0,0,0,0,0
2020-04-05,Stockholm,14648,59.2,17.8833,0,0,0,0,0,0
2020-04-05,Stockholm,14649,59.2,17.8833,0,0,0,0,0,0
2020-04-05,Stockholm,14650,59.2,17.8833,0,0,0,0,0,0
2020-04-05,Stockholm,14652,59.2,17.8833,0,0,0,0,0,0
2020-04-05,Stockholm,14653,59.2,17.8833,0,0,0,0,0,0
2020-04-05,Stockholm,14654,59.2,17.8833,0,0,0,0,0,0
2020-04-05,Stockholm,14680,59.2,17.8833,0,0,0,0,0,0
2020-04-05,Stockholm,14700,59.1986,17.8332,0,0,0,0,0,0
2020-04-05,Stockholm,14701,59.1986,17.8332,0,0,0,0,0,0
2020-04-05,Stockholm,14707,59.1986,17.8332,0,0,0,0,0,0
2020-04-05,Stockholm,14720,59.1986,17.8332,0,0,0,0,0,0
2020-04-05,Stockholm,14721,59.1986,17.8332,0,0,0,0,0,0
2020-04-05,Stockholm,14722,59.1986,17.8332,0,0,0,0,0,0
2020-04-05,Stockholm,14723,59.1986,17.8332,0,0,0,0,0,0
2020-04-05,Stockholm,14725,59.1986,17.8332,0,0,0,0,0,0
2020-04-05,Stockholm,14730,59.1986,17.8332,0,0,0,0,0,0
2020-04-05,Stockholm,14731,59.1986,17.8332,0,0,0,0,0,0
2020-04-05,Stockholm,14732,59.1986,17.8332,0,0,0,0,0,0
2020-04-05,Stockholm,14733,59.1986,17.8332,0,0,0,0,0,0
2020-04-05,Stockholm,14734,59.1986,17.8332,0,0,0,0,0,0
2020-04-05,Stockholm,14739,59.1986,17.8332,0,0,0,0,0,0
2020-04-05,Stockholm,14740,59.1986,17.8332,1,0,0,0,0,0
2020-04-05,Stockholm,14741,59.1986,17.8332,0,0,0,0,0,0
2020-04-05,Stockholm,14742,59.1986,17.8332,0,0,0,0,0,0
2020-04-05,Stockholm,14743,59.1986,17.8332,0,0,0,0,0,0
2020-04-05,Stockholm,14744,59.1986,17.8332,0,0,0,0,0,0
2020-04-05,Stockholm,14745,59.1986,17.8332,0,0,0,0,0,0
2020-04-05,Stockholm,14750,59.1986,17.8332,0,0,0,0,0,0
2020-04-05,Stockholm,14751,59.1986,17.8332,0,0,0,0,0,0
2020-04-05,Stockholm,14752,59.1986,17.8332,0,0,0,0,0,0
2020-04-05,Stockholm,14753,59.1986,17.8332,0,0,0,0,0,0
2020-04-05,Stockholm,14754,59.1986,17.8332,0,0,0,0,0,0
2020-04-05,Stockholm,14755,59.1986,17.8332,0,0,0,0,0,0
2020-04-05,Stockholm,14760,59.2,17.8,0,0,0,0,0,0
2020-04-05,Stockholm,14761,59.2,17.8,0,0,0,0,0,0
2020-04-05,Stockholm,14762,59.2,17.8,0,0,0,0,0,0
2020-04-05,Stockholm,14763,59.2,17.8,0,0,0,0,0,0
2020-04-05,Stockholm,14770,59.1988,17.829,0,0,0,0,0,0
2020-04-05,Stockholm,14771,59.1988,17.829,0,0,0,0,0,0
2020-04-05,Stockholm,14780,59.1986,17.8332,0,0,0,0,0,0
2020-04-05,Stockholm,14782,59.1986,17.8332,0,0,0,0,0,0
2020-04-05,Stockholm,14785,59.1986,17.8332,0,0,0,0,0,0
2020-04-05,Stockholm,14791,59.1988,17.829,0,0,0,0,0,0
2020-04-05,Stockholm,14792,59.1988,17.829,0,0,0,0,0,0
2020-04-05,Stockholm,14800,58.9833,17.9,0,0,0,0,0,0
2020-04-05,Stockholm,14802,58.9833,17.9,0,0,0,0,0,0
2020-04-05,Stockholm,14820,58.9833,17.9,0,0,0,0,0,0
2020-04-05,Stockholm,14821,58.9833,17.9,0,0,0,0,0,0
2020-04-05,Stockholm,14822,58.9833,17.9,0,0,0,0,0,0
2020-04-05,Stockholm,14825,58.9831,18.1331,0,0,0,0,0,0
2020-04-05,Stockholm,14830,58.9833,17.9,0,0,0,0,0,0
2020-04-05,Stockholm,14831,58.9833,17.9,0,0,0,0,0,0
2020-04-05,Stockholm,14832,58.9833,17.9,0,0,0,0,0,0
2020-04-05,Stockholm,14833,58.9833,17.9,0,0,0,0,0,0
2020-04-05,Stockholm,14834,58.9833,17.9,0,0,0,0,0,0
2020-04-05,Stockholm,14835,58.9833,17.9,0,0,0,0,0,0
2020-04-05,,14840,58.9802,17.9374,0,0,0,0,0,0
2020-04-05,Stockholm,14860,58.9333,17.8,0,0,0,0,0,0
2020-04-05,Stockholm,14870,58.9802,17.9374,0,0,0,0,0,0
2020-04-05,Stockholm,14871,58.9802,17.9374,0,0,0,0,0,0
2020-04-05,Stockholm,14880,58.9831,18.1331,0,0,0,0,0,0
2020-04-05,Stockholm,14891,58.9833,17.9,0,0,0,0,0,0
2020-04-05,Stockholm,14892,58.9833,17.9,0,0,0,0,0,0
2020-04-05,Stockholm,14895,58.9831,18.1331,0,0,0,0,0,0
2020-04-05,Stockholm,14896,58.9832,17.9777,0,0,0,0,0,0
2020-04-05,Stockholm,14897,58.9832,17.9777,0,0,0,0,0,0
2020-04-05,Stockholm,14900,58.9034,17.9479,0,0,0,0,0,0
2020-04-05,Stockholm,14902,58.9034,17.9479,0,0,0,0,0,0
2020-04-05,Stockholm,14920,58.9034,17.9479,0,0,0,0,0,0
2020-04-05,Stockholm,14921,58.9034,17.9479,0,0,0,0,0,0
2020-04-05,Stockholm,14922,58.9034,17.9479,0,0,0,0,0,0
2020-04-05,Stockholm,14923,58.9034,17.9479,0,0,0,0,0,0
2020-04-05,Stockholm,14925,58.9034,17.9479,0,0,0,0,0,0
2020-04-05,Stockholm,14930,58.9034,17.9479,0,0,0,0,0,0
2020-04-05,Stockholm,14931,58.9034,17.9479,0,0,0,0,0,0
2020-04-05,Stockholm,14932,58.9034,17.9479,0,0,0,0,0,0
2020-04-05,Stockholm,14933,58.9034,17.9479,0,0,0,0,0,0
2020-04-05,Stockholm,14934,58.9034,17.9479,0,0,0,0,0,0
2020-04-05,Stockholm,14935,58.9034,17.9479,0,0,0,0,0,0
2020-04-05,Stockholm,14940,58.9034,17.9479,0,0,0,0,0,0
2020-04-05,Stockholm,14941,58.9034,17.9479,0,0,0,0,0,0
2020-04-05,Stockholm,14943,58.9034,17.9479,0,0,0,0,0,0
2020-04-05,Stockholm,14945,58.9034,17.9479,0,0,0,0,0,0
2020-04-05,Stockholm,14950,58.9034,17.9479,0,0,0,0,0,0
2020-04-05,Stockholm,14951,58.9034,17.9479,0,0,0,0,0,0
2020-04-05,Stockholm,14980,58.9034,17.9479,0,0,0,0,0,0
2020-04-05,Stockholm,14981,58.9034,17.9479,0,0,0,0,0,0
2020-04-05,Stockholm,14982,58.9034,17.9479,0,0,0,0,0,0
2020-04-05,Stockholm,14991,58.9034,17.9479,0,0,0,0,0,0
